6437240.9 | 6569496.0
6437240.7 | 6569495.8
6450136.0 | 6569495.7
6437239.3 | 6569497.0
6437239.6 | 6569496.9
6450000.4 | 6569496.9
6443852.5 | 6569496.9
6443853.4 | 6569496.6
6443853.2 | 6569496.4
6425556.4 | 6569496.5
6417981.4 | 6569496.2
6417981.9 | 6569496.1
6417983.9 | 6569502.7
6417985.5 | 6636984.0
6439338.6 | 6617218.6
6417984.9 | 6617217.1
6417986.0 | 6617215.6
6437410.9 | 6617213.8
6437411.2 | 6599230.9
6437411.7 | 6599231.7
6437412.7 | 6617215.2
6437413.6 | 6617212.5
6450000.2 | 6600491.0
6437412.9 | 6585440.4
6437412.8 | 6585440.3
6445565.6 | 6600490.3
6445565.6 | 6600489.6
6445565.6 | 6600489.5
6445566.9 | 6617216.3
6445567.3 | 6617216.2
6445567.5 | 6617218.2
6445567.6 | 6617218.2
6445568.4 | 6617217.1
6454151.8 | 6617217.1
6445569.1 | 6617216.7
6445569.4 | 6617218.4
6445569.3 | 6617218.5
6455140.9 | 6636983.3
